Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	1	1	0	0	4	hsa-miR-126-5p	-0.03	-0.03	N/A
HMCN1	ENST00000367492.2	hemicentin 1 	7	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ATXN1L	ENST00000427980.2	ataxin 1-like 	12	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
TEX15	ENST00000256246.2	testis expressed 15 	58	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
ERAP1	ENST00000443439.2	endoplasmic reticulum aminopeptidase 1 	133	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
FER	ENST00000281092.4	fer (fps/fes related) tyrosine kinase 	665	1	1	0	0	4	hsa-miR-126-5p	-0.03	-0.03	N/A
OTOGL	ENST00000458043.2	otogelin-like 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TNFAIP3	ENST00000237289.4	tumor necrosis factor, alpha-induced protein 3 	150	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
DCAF8L1	ENST00000441525.1	DDB1 and CUL4 associated factor 8-like 1 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
FCHO2	ENST00000430046.2	FCH domain only 2 	158	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
DCAF4L1	ENST00000333141.5	DDB1 and CUL4 associated factor 4-like 1 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
KIF14	ENST00000367350.4	kinesin family member 14 	451	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
AKNA	ENST00000307564.4	AT-hook transcription factor 	10	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
GRIA2	ENST00000296526.7	glutamate receptor, ionotropic, AMPA 2 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
CEP170	ENST00000366542.1	centrosomal protein 170kDa 	6	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
KCNJ3	ENST00000295101.2	potassium inwardly-rectifying channel, subfamily J, member 3 	21	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
KIAA0430	ENST00000396368.3	KIAA0430 	461	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
DCT	ENST00000377028.5	dopachrome tautomerase 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
BCL6B	ENST00000293805.5	B-cell CLL/lymphoma 6, member B 	7	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
COL4A3	ENST00000396578.3	collagen, type IV, alpha 3 (Goodpasture antigen) 	286	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
NEUROG2	ENST00000313341.3	neurogenin 2 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
B3GNT7	ENST00000287590.5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
LDB2	ENST00000502640.1	LIM domain binding 2 	23	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
PDIK1L	ENST00000374271.4	PDLIM1 interacting kinase 1 like 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ERMN	ENST00000410096.1	ermin, ERM-like protein 	5	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
TMEM154	ENST00000304385.3	transmembrane protein 154 	5	2	0	1	1	5	hsa-miR-126-5p	-0.03	-0.03	N/A
DLG5	ENST00000372391.2	discs, large homolog 5 (Drosophila) 	10	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF776	ENST00000317178.5	zinc finger protein 776 	1447	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
DSG1	ENST00000257192.4	desmoglein 1 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	2	0	1	1	10	hsa-miR-126-5p	-0.03	-0.03	N/A
TLL2	ENST00000357947.3	tolloid-like 2 	5	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
DDR1	ENST00000446312.1	discoidin domain receptor tyrosine kinase 1 	195	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TRPC5	ENST00000262839.2	transient receptor potential cation channel, subfamily C, member 5 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
KSR2	ENST00000425217.1	kinase suppressor of ras 2 	22	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
ATP13A4	ENST00000295548.3	ATPase type 13A4 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
DMBX1	ENST00000360032.3	diencephalon/mesencephalon homeobox 1 	31	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
AP1B1	ENST00000357586.2	adaptor-related protein complex 1, beta 1 subunit 	646	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
RALGAPA1	ENST00000389698.3	Ral GTPase activating protein, alpha subunit 1 (catalytic) 	82	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
ADAMTS4	ENST00000367996.5	ADAM metallopeptidase with thrombospondin type 1 motif, 4 	23	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
BRPF3	ENST00000534400.1	bromodomain and PHD finger containing, 3 	7032	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
PRKCE	ENST00000306156.3	protein kinase C, epsilon 	164	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
RGPD5	ENST00000016946.3	RANBP2-like and GRIP domain containing 5 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
CLNK	ENST00000226951.6	cytokine-dependent hematopoietic cell linker 	5	2	0	0	2	2	hsa-miR-126-5p	-0.03	-0.03	N/A
NRK	ENST00000243300.9	Nik related kinase 	5	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
XIRP2	ENST00000409195.1	xin actin-binding repeat containing 2 	5	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
EPSTI1	ENST00000313624.7	epithelial stromal interaction 1 (breast) 	11	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RPS6KB1	ENST00000225577.4	ribosomal protein S6 kinase, 70kDa, polypeptide 1 	16	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RORB	ENST00000376896.3	RAR-related orphan receptor B 	5	1	0	0	1	5	hsa-miR-126-5p	-0.03	-0.03	N/A
SLC22A16	ENST00000439654.1	solute carrier family 22 (organic cation/carnitine transporter), member 16 	0	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
MKL2	ENST00000318282.5	MKL/myocardin-like 2 	992	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TRPV2	ENST00000338560.7	transient receptor potential cation channel, subfamily V, member 2 	22341	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
C3orf70	ENST00000335012.2	chromosome 3 open reading frame 70 	19	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ANGPT2	ENST00000325203.5	angiopoietin 2 	5	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RSPH3	ENST00000367069.2	radial spoke 3 homolog (Chlamydomonas) 	59	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
SLK	ENST00000335753.4	STE20-like kinase 	260	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RP11-332O19.5	ENST00000441178.2	rcRPE protein  	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RGAG1	ENST00000465301.2	retrotransposon gag domain containing 1 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
SLIT2	ENST00000504154.1	slit homolog 2 (Drosophila) 	579	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
TMEM209	ENST00000397622.2	transmembrane protein 209 	257	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TUBB1	ENST00000217133.1	tubulin, beta 1 class VI 	5	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
RP11-192H23.4	ENST00000534850.1	Uncharacterized protein  	22	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
ROCK1	ENST00000399799.2	Rho-associated, coiled-coil containing protein kinase 1 	7	0	0	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
KCNQ5	ENST00000370398.1	potassium voltage-gated channel, KQT-like subfamily, member 5 	50	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF568	ENST00000415168.1	zinc finger protein 568 	127	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RGPD6	ENST00000329516.3	RANBP2-like and GRIP domain containing 6 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
LYVE1	ENST00000256178.3	lymphatic vessel endothelial hyaluronan receptor 1 	5	2	1	0	1	1	hsa-miR-126-5p	-0.03	-0.04	N/A
NOVA1	ENST00000465357.2	neuro-oncological ventral antigen 1 	5	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
CACNA1E	ENST00000526775.1	calcium channel, voltage-dependent, R type, alpha 1E subunit 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
SPATA13	ENST00000382108.3	spermatogenesis associated 13 	900	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
NCOA4	ENST00000452682.1	nuclear receptor coactivator 4 	1665	1	0	1	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
MYO5C	ENST00000261839.7	myosin VC 	39	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
B3GALT5	ENST00000380620.4	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 	5	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
CNGB3	ENST00000320005.5	cyclic nucleotide gated channel beta 3 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
GRM1	ENST00000392299.2	glutamate receptor, metabotropic 1 	5	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF572	ENST00000319286.5	zinc finger protein 572 	16	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RP11-422N16.3	ENST00000499579.1	Uncharacterized protein  	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
CLEC16A	ENST00000409790.1	C-type lectin domain family 16, member A 	108	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
SNX25	ENST00000504273.1	sorting nexin 25 	21	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
NRXN3	ENST00000281127.7	neurexin 3 	14	2	2	0	0	3	hsa-miR-126-5p	-0.03	-0.07	N/A
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
NAPB	ENST00000377026.4	N-ethylmaleimide-sensitive factor attachment protein, beta 	82	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
EXOC6B	ENST00000272427.6	exocyst complex component 6B 	106	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
RAG1	ENST00000299440.5	recombination activating gene 1 	5	1	1	0	0	3	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF606	ENST00000341164.4	zinc finger protein 606 	14	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TAB2	ENST00000367456.1	TGF-beta activated kinase 1/MAP3K7 binding protein 2 	1129	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ZSCAN30	ENST00000333206.5	zinc finger and SCAN domain containing 30 	274	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
GRHL2	ENST00000251808.3	grainyhead-like 2 (Drosophila) 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ANGPTL1	ENST00000234816.2	angiopoietin-like 1 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
TECRL	ENST00000381210.3	trans-2,3-enoyl-CoA reductase-like 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
FAM65B	ENST00000259698.4	family with sequence similarity 65, member B 	7	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
KMO	ENST00000366559.4	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) 	5	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RAB21	ENST00000261263.3	RAB21, member RAS oncogene family 	1823	1	0	0	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
STXBP5L	ENST00000273666.6	syntaxin binding protein 5-like 	19	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
ST6GAL2	ENST00000361686.4	ST6 beta-galactosamide alpha-2,6-sialyltranferase 2 	5	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
KPNB1	ENST00000290158.4	karyopherin (importin) beta 1 	465	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
C1QTNF7	ENST00000429690.1	C1q and tumor necrosis factor related protein 7 	5	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
XKR6	ENST00000304437.2	XK, Kell blood group complex subunit-related family, member 6 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
SCN3A	ENST00000360093.3	sodium channel, voltage-gated, type III, alpha subunit 	5	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.03	N/A
SMYD1	ENST00000419482.2	SET and MYND domain containing 1 	5	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	1	1	0	0	4	hsa-miR-126-5p	-0.03	-0.03	N/A
ELMOD1	ENST00000265840.7	ELMO/CED-12 domain containing 1 	24	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF687	ENST00000368879.2	zinc finger protein 687 	1250	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
KCNC3	ENST00000376959.2	potassium voltage-gated channel, Shaw-related subfamily, member 3 	5	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ANLN	ENST00000265748.2	anillin, actin binding protein 	2637	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
TSHZ2	ENST00000371497.5	teashirt zinc finger homeobox 2 	351	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
EBF1	ENST00000313708.6	early B-cell factor 1 	42	2	1	1	0	1	hsa-miR-126-5p	-0.03	-0.05	N/A
KIF1B	ENST00000377086.1	kinesin family member 1B 	234	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
C3orf38	ENST00000486971.1	chromosome 3 open reading frame 38 	683	1	0	1	0	1	hsa-miR-126-5p	-0.03	-0.04	N/A
ATXN7	ENST00000295900.6	ataxin 7 	264	1	0	1	0	4	hsa-miR-126-5p	-0.03	-0.03	N/A
MXI1	ENST00000332674.5	MAX interactor 1, dimerization protein 	278	3	1	2	0	1	hsa-miR-126-5p	-0.03	-0.08	N/A
SPOCK1	ENST00000394945.1	sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 1 	935	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
MTMR9	ENST00000221086.3	myotubularin related protein 9 	400	3	0	1	2	1	hsa-miR-126-5p	-0.03	-0.04	N/A
OXSR1	ENST00000311806.3	oxidative stress responsive 1 	1790	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
PM20D2	ENST00000275072.4	peptidase M20 domain containing 2 	2171	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ARHGEF26	ENST00000356448.4	Rho guanine nucleotide exchange factor (GEF) 26 	164	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
CCDC117	ENST00000249064.4	coiled-coil domain containing 117 	211	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
SLC7A2	ENST00000494857.1	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2 	1233	2	2	0	0	2	hsa-miR-126-5p	-0.03	-0.07	N/A
RP11-17M16.1	ENST00000532511.1	Homo sapiens FLJ44313 protein (FLJ44313), mRNA. 	9	2	0	0	2	1	hsa-miR-126-5p	-0.03	-0.09	N/A
PEX7	ENST00000541292.1	peroxisomal biogenesis factor 7 	661	1	0	1	0	1	hsa-miR-126-5p	-0.03	-0.05	N/A
BEND4	ENST00000504360.1	BEN domain containing 4 	187	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
MINA	ENST00000333396.7	MYC induced nuclear antigen 	209	3	0	0	3	2	hsa-miR-126-5p	-0.03	-0.04	N/A
ZNF618	ENST00000288466.7	zinc finger protein 618 	778	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
H6PD	ENST00000377403.2	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	467	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
SMAD5	ENST00000545279.1	SMAD family member 5 	225	3	0	1	2	2	hsa-miR-126-5p	-0.03	-0.05	N/A
HELZ	ENST00000358691.5	helicase with zinc finger 	571	5	0	1	4	1	hsa-miR-126-5p	-0.03	-0.06	N/A
GPR64	ENST00000379873.2	G protein-coupled receptor 64 	175	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
MDM2	ENST00000462284.1	MDM2 oncogene, E3 ubiquitin protein ligase 	455	3	0	1	2	3	hsa-miR-126-5p	-0.03	-0.04	N/A
CACNA2D1	ENST00000356860.3	calcium channel, voltage-dependent, alpha 2/delta subunit 1 	418	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
RICTOR	ENST00000357387.3	RPTOR independent companion of MTOR, complex 2 	441	3	0	0	3	5	hsa-miR-126-5p	-0.03	-0.03	N/A
TSN	ENST00000536142.1	translin 	886	2	0	0	2	1	hsa-miR-126-5p	-0.03	-0.14	N/A
HIATL1	ENST00000428393.2	hippocampus abundant transcript-like 1 	767	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
PNO1	ENST00000263657.2	partner of NOB1 homolog (S. cerevisiae) 	554	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.12	N/A
LGSN	ENST00000370658.5	lengsin, lens protein with glutamine synthetase domain 	21	1	0	0	1	1	hsa-miR-126-5p	-0.03	-0.04	N/A
DIP2B	ENST00000301180.5	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1613	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
PIGX	ENST00000314118.4	phosphatidylinositol glycan anchor biosynthesis, class X 	198	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.07	N/A
TMX4	ENST00000246024.2	thioredoxin-related transmembrane protein 4 	466	1	1	0	0	2	hsa-miR-126-5p	-0.03	-0.04	N/A
NDUFA9	ENST00000266544.5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 9, 39kDa 	1307	2	0	2	0	0	hsa-miR-126-5p	-0.03	-0.12	N/A
MARVELD2	ENST00000325631.5	MARVEL domain containing 2 	227	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
NIN	ENST00000389868.3	ninein (GSK3B interacting protein) 	594	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
EIF3M	ENST00000531120.1	eukaryotic translation initiation factor 3, subunit M 	218	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.08	N/A
HOOK1	ENST00000371208.3	hook microtubule-tethering protein 1 	804	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ITGA4	ENST00000397033.2	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor) 	29	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
MRPL35	ENST00000337109.4	mitochondrial ribosomal protein L35 	860	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF432	ENST00000594154.1	zinc finger protein 432 	151	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
ZNF562	ENST00000293648.4	zinc finger protein 562 	130	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.04	N/A
INSIG1	ENST00000342407.5	insulin induced gene 1 	1776	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.05	N/A
AXIN1	ENST00000262320.3	axin 1 	27	1	0	1	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ACSS3	ENST00000548058.1	acyl-CoA synthetase short-chain family member 3 	306	1	0	0	1	3	hsa-miR-126-5p	-0.03	-0.05	N/A
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
KIAA1407	ENST00000295878.3	KIAA1407 	44	1	0	0	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
GALNT5	ENST00000259056.4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5) 	462	3	1	1	1	0	hsa-miR-126-5p	-0.03	-0.10	N/A
IGF2BP2	ENST00000382199.2	insulin-like growth factor 2 mRNA binding protein 2 	5	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
SLC30A1	ENST00000367001.4	solute carrier family 30 (zinc transporter), member 1 	831	2	0	2	0	0	hsa-miR-126-5p	-0.03	-0.04	N/A
COL6A6	ENST00000358511.6	collagen, type VI, alpha 6 	5	1	0	0	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
HEATR1	ENST00000366582.3	HEAT repeat containing 1 	282	3	1	0	2	0	hsa-miR-126-5p	-0.03	-0.05	N/A
ZC3H11A	ENST00000332127.4	zinc finger CCCH-type containing 11A 	71	1	0	0	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
FLRT1	ENST00000246841.3	fibronectin leucine rich transmembrane protein 1 	5	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
ELOVL5	ENST00000370918.4	ELOVL fatty acid elongase 5 	2233	1	0	0	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
SERINC5	ENST00000512721.1	serine incorporator 5 	175	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
LHX9	ENST00000367390.3	LIM homeobox 9 	40	3	1	0	2	5	hsa-miR-126-5p	-0.03	-0.22	N/A
ZKSCAN2	ENST00000328086.7	zinc finger with KRAB and SCAN domains 2 	81	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
DACH1	ENST00000305425.4	dachshund homolog 1 (Drosophila) 	18	2	1	1	0	1	hsa-miR-126-5p	-0.03	-0.05	N/A
KRAS	ENST00000256078.4	Kirsten rat sarcoma viral oncogene homolog 	40	3	0	3	0	1	hsa-miR-126-5p	-0.03	-0.06	N/A
ABL2	ENST00000502732.1	c-abl oncogene 2, non-receptor tyrosine kinase 	892	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
PRPF4B	ENST00000337659.6	pre-mRNA processing factor 4B 	602	3	0	1	2	2	hsa-miR-126-5p	-0.03	-0.04	N/A
FYCO1	ENST00000296137.2	FYVE and coiled-coil domain containing 1 	91	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.03	N/A
EAF1	ENST00000396842.2	ELL associated factor 1 	63	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
CYB561D1	ENST00000496961.1	cytochrome b561 family, member D1 	105	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
SYAP1	ENST00000380155.3	synapse associated protein 1 	2689	3	0	1	2	5	hsa-miR-126-5p	-0.03	-0.14	N/A
NCALD	ENST00000395923.1	neurocalcin delta 	49	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.06	N/A
RNASEL	ENST00000367559.3	ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent) 	86	1	1	0	0	1	hsa-miR-126-5p	-0.03	-0.03	N/A
PTER	ENST00000378000.1	phosphotriesterase related 	217	1	0	0	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
SMAD9	ENST00000399275.2	SMAD family member 9 	62	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
TRABD2A	ENST00000409133.1	TraB domain containing 2A 	94	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
DYNLL2	ENST00000579991.2	dynein, light chain, LC8-type 2 	1162	5	1	2	2	2	hsa-miR-126-5p	-0.03	-0.18	N/A
CEP76	ENST00000262127.2	centrosomal protein 76kDa 	313	2	0	1	1	0	hsa-miR-126-5p	-0.03	-0.09	N/A
NF1	ENST00000358273.4	neurofibromin 1 	161	1	1	0	0	4	hsa-miR-126-5p	-0.03	-0.03	N/A
RNF169	ENST00000299563.4	ring finger protein 169 	204	1	0	0	1	2	hsa-miR-126-5p	-0.03	-0.03	N/A
GPC6	ENST00000377047.4	glypican 6 	410	3	0	2	1	4	hsa-miR-126-5p	-0.03	-0.06	N/A
ARNTL2	ENST00000546179.1	aryl hydrocarbon receptor nuclear translocator-like 2 	283	2	0	1	1	2	hsa-miR-126-5p	-0.03	-0.05	N/A
TYRO3	ENST00000263798.3	TYRO3 protein tyrosine kinase 	70	3	1	0	2	1	hsa-miR-126-5p	-0.03	-0.08	N/A
AGFG1	ENST00000310078.8	ArfGAP with FG repeats 1 	2019	1	1	0	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
KDM5A	ENST00000399788.2	lysine (K)-specific demethylase 5A 	118	1	1	0	0	5	hsa-miR-126-5p	-0.03	-0.03	N/A
SLC30A4	ENST00000261867.4	solute carrier family 30 (zinc transporter), member 4 	19	2	0	1	1	3	hsa-miR-126-5p	-0.03	-0.03	N/A
NSL1	ENST00000422588.2	NSL1, MIS12 kinetochore complex component 	180	7	3	3	1	5	hsa-miR-126-5p	-0.03	-0.19	N/A
MAN2A1	ENST00000261483.4	mannosidase, alpha, class 2A, member 1 	1521	2	0	1	1	1	hsa-miR-126-5p	-0.03	-0.03	N/A
GLMN	ENST00000370360.3	glomulin, FKBP associated protein 	112	1	0	1	0	1	hsa-miR-126-5p	-0.03	-0.11	N/A
GIMAP4	ENST00000255945.2	GTPase, IMAP family member 4 	5	2	1	1	0	1	hsa-miR-126-5p	-0.03	-0.08	N/A
PRKCH	ENST00000332981.5	protein kinase C, eta 	400	1	0	1	0	0	hsa-miR-126-5p	-0.03	-0.03	N/A
