Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ERLIN2	ENST00000276461.5	ER lipid raft associated 2 	887	1	0	0	1	0	0	0	0	1	hsa-miR-424-5p	-0.22	-0.26	0.86	2007, 2009, 2011
WDTC1	ENST00000319394.3	WD and tetratricopeptide repeats 1 	137	3	0	3	0	0	0	0	0	2	hsa-miR-15a-5p	-0.21	-0.21	0.96	2005, 2007, 2009, 2011
ATP10B	ENST00000327245.5	ATPase, class V, type 10B 	5	1	0	1	0	1	0	1	0	0	hsa-miR-195-5p	-0.21	-0.21	0.56	
MN1	ENST00000302326.4	meningioma (disrupted in balanced translocation) 1 	15	1	0	1	0	1	0	1	0	1	hsa-miR-195-5p	-0.21	-0.21	0.47	2011
ACOX1	ENST00000293217.5	acyl-CoA oxidase 1, palmitoyl 	287	1	0	1	0	1	0	0	1	0	hsa-miR-16-5p	-0.21	-0.23	0.72	2005, 2007, 2009, 2011
ITPRIPL2	ENST00000381440.3	inositol 1,4,5-trisphosphate receptor interacting protein-like 2 	893	1	0	0	1	1	0	1	0	2	hsa-miR-16-5p	-0.21	-0.23	0.76	
GRB10	ENST00000398812.2	growth factor receptor-bound protein 10 	1382	1	0	1	0	1	0	1	0	0	hsa-miR-15b-5p	-0.21	-0.22	0.45	2009, 2011
CNNM2	ENST00000369878.4	cyclin M2 	517	2	1	1	0	1	0	1	0	4	hsa-miR-424-5p	-0.21	-0.44	0.97	2009, 2011
CENPBD1	ENST00000314994.3	CENPB DNA-binding domains containing 1 	212	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.21	-0.21	< 0.1	
KLHDC10	ENST00000335420.5	kelch domain containing 10 	347	1	0	1	0	1	0	0	1	0	hsa-miR-15a-5p	-0.21	-0.25	0.51	
LMO7	ENST00000341547.4	LIM domain 7 	4663	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.21	-0.21	< 0.1	2009
MYADM	ENST00000391770.4	myeloid-associated differentiation marker 	3436	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.21	-0.21	ORF	2009, 2011
SETD1B	ENST00000267197.5	SET domain containing 1B 	703	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.21	-0.21	0.78	2011
ETV3	ENST00000368192.4	ets variant 3 	37	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.21	-0.21	0.68	
NCKAP1L	ENST00000293373.6	NCK-associated protein 1-like 	5	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.21	-0.21	0.57	
BEST4	ENST00000372207.3	bestrophin 4 	29	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.21	-0.21	0.51	
PPP1R11	ENST00000376773.1	protein phosphatase 1, regulatory (inhibitor) subunit 11 	17	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.21	-0.63	0.82	2011
LRRK1	ENST00000388948.3	leucine-rich repeat kinase 1 	27	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.21	-0.21	0.85	2009, 2011
ASB7	ENST00000332783.7	ankyrin repeat and SOCS box containing 7 	95	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.21	-0.21	0.69	2011
RORA	ENST00000335670.6	RAR-related orphan receptor A 	102	1	0	1	0	1	0	0	1	1	hsa-miR-16-5p	-0.21	-0.25	0.69	2011
MSL1	ENST00000398532.4	male-specific lethal 1 homolog (Drosophila) 	4715	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.21	-0.21	0.54	2011
SPOCD1	ENST00000373648.2	SPOC domain containing 1 	755	1	0	1	0	2	0	1	1	0	hsa-miR-424-5p	-0.21	-0.21	ORF	
ZFHX4	ENST00000521891.2	zinc finger homeobox 4 	194	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.21	-0.22	0.87	2007, 2009, 2011
KPNA5	ENST00000368564.1	karyopherin alpha 5 (importin alpha 6) 	76	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.21	-0.24	0.50	
UBE4A	ENST00000252108.3	ubiquitination factor E4A 	29	1	0	1	0	1	0	1	0	0	hsa-miR-15b-5p	-0.21	-0.48	0.69	2009, 2011
FAM160B1	ENST00000369248.4	family with sequence similarity 160, member B1 	91	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.21	-0.30	0.67	2009, 2011
IRF2BP1	ENST00000302165.3	interferon regulatory factor 2 binding protein 1 	30	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.21	-0.21	ORF	2009, 2011
GRAMD2	ENST00000309731.7	GRAM domain containing 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.21	-0.21	ORF	
NRN1	ENST00000244766.2	neuritin 1 	45	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.21	-0.47	0.20	2009
ELOVL6	ENST00000394607.3	ELOVL fatty acid elongase 6 	901	2	1	1	0	0	0	0	0	2	hsa-miR-15b-5p	-0.21	-0.43	0.71	
MNT	ENST00000174618.4	MNT, MAX dimerization protein 	146	1	1	0	0	2	0	2	0	1	hsa-miR-15b-5p	-0.21	-0.22	0.68	2005, 2007, 2009, 2011
CRISPLD2	ENST00000262424.5	cysteine-rich secretory protein LCCL domain containing 2 	397	1	0	1	0	1	0	1	0	3	hsa-miR-15b-5p	-0.21	-0.21	0.63	
SEMA5B	ENST00000195173.4	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B 	15	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.21	-0.21	0.53	2009, 2011
FAM171A2	ENST00000293443.7	family with sequence similarity 171, member A2 	85	1	0	1	0	1	0	0	1	0	hsa-miR-497-5p	-0.21	-0.21	0.68	
RFWD3	ENST00000361070.4	ring finger and WD repeat domain 3 	106	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.21	-0.21	0.63	2009
FSTL1	ENST00000295633.3	follistatin-like 1 	6788	1	0	0	1	1	0	1	0	0	hsa-miR-15a-5p	-0.21	-0.23	0.67	
INPP5J	ENST00000331075.5	inositol polyphosphate-5-phosphatase J 	70	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.20	-0.20	0.51	2005, 2007
USP14	ENST00000261601.7	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase) 	561	2	0	2	0	0	0	0	0	0	hsa-miR-15b-5p	-0.20	-0.53	0.94	2005, 2007, 2009, 2011
CLASP1	ENST00000409078.3	cytoplasmic linker associated protein 1 	210	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.20	-0.23	0.70	2009, 2011
CRTC3	ENST00000420329.2	CREB regulated transcription coactivator 3 	612	1	0	1	0	0	0	0	0	1	hsa-miR-195-5p	-0.20	-0.20	0.73	2007, 2009, 2011
SFXN2	ENST00000369893.5	sideroflexin 2 	547	1	1	0	0	1	0	0	1	2	hsa-miR-16-5p	-0.20	-0.30	0.22	
FBXL20	ENST00000394294.3	F-box and leucine-rich repeat protein 20 	455	4	0	4	0	0	0	0	0	1	hsa-miR-15b-5p	-0.20	-0.51	0.98	2011
PCSK5	ENST00000376752.4	proprotein convertase subtilisin/kexin type 5 	68	1	1	0	0	1	0	1	0	0	hsa-miR-424-5p	-0.20	-0.20	0.69	
GPR124	ENST00000315215.7	G protein-coupled receptor 124 	72	1	0	1	0	0	0	0	0	1	hsa-miR-497-5p	-0.20	-0.20	0.59	2009, 2011
SKOR1	ENST00000341418.5	SKI family transcriptional corepressor 1 	22	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.20	-0.20	0.56	
SLC38A7	ENST00000570101.1	solute carrier family 38, member 7 	635	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.20	-0.20	0.70	
NUCKS1	ENST00000367142.4	nuclear casein kinase and cyclin-dependent kinase substrate 1 	1692	3	0	3	0	1	0	1	0	0	hsa-miR-16-5p	-0.20	-0.68	0.89	
NFE2L1	ENST00000585291.1	nuclear factor, erythroid 2-like 1 	1605	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.20	-0.40	0.86	2005, 2007, 2009, 2011
SLC24A3	ENST00000328041.6	solute carrier family 24 (sodium/potassium/calcium exchanger), member 3 	63	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.20	-0.20	0.82	2007, 2009, 2011
MAP3K4	ENST00000366919.2	mitogen-activated protein kinase kinase kinase 4 	241	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.20	-0.20	0.63	2005, 2007, 2009, 2011
STAG1	ENST00000383202.2	stromal antigen 1 	94	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.20	-0.32	0.48	
KPNA1	ENST00000344337.6	karyopherin alpha 1 (importin alpha 5) 	1030	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.20	-0.26	0.77	2007, 2009, 2011
NSF	ENST00000225282.8	N-ethylmaleimide-sensitive factor 	86	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.20	-0.24	0.52	
UNG	ENST00000242576.2	uracil-DNA glycosylase 	2812	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.20	-0.20	0.57	2011
WDFY4	ENST00000413659.2	WDFY family member 4 	5	1	0	1	0	4	0	4	0	1	hsa-miR-15a-5p	-0.20	-0.20	ORF	
RAB35	ENST00000534951.1	RAB35, member RAS oncogene family 	1051	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.20	-0.20	ORF	
TRAF3	ENST00000560371.1	TNF receptor-associated factor 3 	833	1	0	1	0	1	0	1	0	5	hsa-miR-15b-5p	-0.20	-0.28	0.77	2011
PRRC2C	ENST00000367742.3	proline-rich coiled-coil 2C 	5	1	1	0	0	0	0	0	0	1	hsa-miR-424-5p	-0.20	-0.20	0.80	2009, 2011
ADAMTS13	ENST00000371916.1	ADAM metallopeptidase with thrombospondin type 1 motif, 13 	41	1	0	1	0	2	0	2	0	2	hsa-miR-424-5p	-0.20	-0.20	ORF	
AMOTL1	ENST00000317837.9	angiomotin like 1 	712	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.20	-0.32	0.77	2007, 2009, 2011
IDH3A	ENST00000299518.2	isocitrate dehydrogenase 3 (NAD+) alpha 	915	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.20	-0.29	0.64	2009, 2011
IRF2BPL	ENST00000238647.3	interferon regulatory factor 2 binding protein-like 	2145	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.20	-0.20	0.68	2005, 2007, 2009, 2011
KIAA0226	ENST00000273582.5	KIAA0226 	89	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.20	-0.20	0.67	2009, 2011
PDLIM5	ENST00000437932.1	PDZ and LIM domain 5 	1002	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.20	-0.25	0.43	2005, 2007, 2009
HOXA3	ENST00000396352.4	homeobox A3 	57	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.20	-0.34	0.76	2005, 2007, 2009, 2011
TMEM170B	ENST00000379426.1	transmembrane protein 170B 	489	1	0	0	1	0	0	0	0	0	hsa-miR-16-5p	-0.20	-0.22	0.62	2009, 2011
MBD1	ENST00000591416.1	methyl-CpG binding domain protein 1 	266	1	0	1	0	0	0	0	0	1	hsa-miR-424-5p	-0.20	-0.21	0.56	2009, 2011
IL1RAPL1	ENST00000378993.1	interleukin 1 receptor accessory protein-like 1 	5	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.20	-0.33	0.79	2005, 2007, 2009
RHOBTB2	ENST00000251822.6	Rho-related BTB domain containing 2 	32	1	0	1	0	1	0	1	0	1	hsa-miR-15b-5p	-0.20	-0.20	0.65	2011
SNIP1	ENST00000296215.6	Smad nuclear interacting protein 1 	355	1	1	0	0	1	0	1	0	1	hsa-miR-16-5p	-0.20	-0.51	0.22	
SEC24A	ENST00000398844.2	SEC24 family, member A (S. cerevisiae) 	679	1	0	0	1	1	0	1	0	1	hsa-miR-424-5p	-0.20	-0.37	0.77	2007
RBPJ	ENST00000504907.1	recombination signal binding protein for immunoglobulin kappa J region 	70	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.20	-0.34	0.61	
ARRDC4	ENST00000268042.6	arrestin domain containing 4 	10	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.20	-0.20	0.68	2009
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	2	0	2	0	1	0	1	0	0	hsa-miR-16-5p	-0.20	-0.28	0.89	
CNN1	ENST00000252456.2	calponin 1, basic, smooth muscle 	96	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.20	-0.20	0.80	2005, 2007, 2009, 2011
TSC22D3	ENST00000372390.4	TSC22 domain family, member 3 	154	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.20	-0.20	0.49	2007, 2011
DYNC1LI2	ENST00000258198.2	dynein, cytoplasmic 1, light intermediate chain 2 	137	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.19	-0.48	0.74	2007, 2009, 2011
TBC1D20	ENST00000354200.4	TBC1 domain family, member 20 	761	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.19	-0.29	0.73	2009, 2011
DIAPH2	ENST00000324765.8	diaphanous-related formin 2 	91	1	0	0	1	0	0	0	0	4	hsa-miR-424-5p	-0.19	-0.22	0.56	
MACC1	ENST00000400331.5	metastasis associated in colon cancer 1 	5	1	0	1	0	2	1	0	1	1	hsa-miR-15a-5p	-0.19	-0.19	0.46	
CLCN5	ENST00000376088.3	chloride channel, voltage-sensitive 5 	154	2	1	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.19	-0.42	0.95	2005, 2007, 2009, 2011
NPEPPS	ENST00000322157.4	aminopeptidase puromycin sensitive 	2194	1	0	1	0	1	0	1	0	0	hsa-miR-15a-5p	-0.19	-0.28	0.64	
KPNA4	ENST00000334256.4	karyopherin alpha 4 (importin alpha 3) 	111	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.19	-0.20	0.77	2005, 2007, 2011
LIX1L	ENST00000369308.3	Lix1 homolog (mouse)-like 	695	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.23	0.59	
PLXNA2	ENST00000367033.3	plexin A2 	8	1	0	1	0	2	0	2	0	3	hsa-miR-15b-5p	-0.19	-0.19	0.85	2005, 2007, 2009, 2011
ZKSCAN1	ENST00000324306.6	zinc finger with KRAB and SCAN domains 1 	1314	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.19	-0.19	0.71	2005, 2007, 2009, 2011
OTX1	ENST00000366671.3	orthodenticle homeobox 1 	11	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.19	0.63	2005, 2007, 2009, 2011
TP53INP1	ENST00000448464.2	tumor protein p53 inducible nuclear protein 1 	39	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.19	ORF	
TRAK1	ENST00000341421.3	trafficking protein, kinesin binding 1 	362	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.19	-0.20	0.86	2007, 2009, 2011
CNKSR2	ENST00000379510.3	connector enhancer of kinase suppressor of Ras 2 	85	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.19	-0.22	0.64	2011
SPRY4	ENST00000344120.4	sprouty homolog 4 (Drosophila) 	110	1	0	1	0	0	0	0	0	2	hsa-miR-15b-5p	-0.19	-0.23	0.75	2005, 2007, 2009, 2011
DLL4	ENST00000249749.5	delta-like 4 (Drosophila) 	605	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.19	-0.19	0.76	2005, 2007, 2009, 2011
PRKCD	ENST00000394729.2	protein kinase C, delta 	2225	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.19	-0.19	0.45	2011
HOXC11	ENST00000546378.1	homeobox C11 	80	1	0	1	0	0	0	0	0	1	hsa-miR-15b-5p	-0.19	-0.19	0.55	2005, 2007, 2009, 2011
KSR1	ENST00000398988.3	kinase suppressor of ras 1 	256	1	0	1	0	1	0	1	0	4	hsa-miR-497-5p	-0.19	-0.19	0.61	2009, 2011
PTPRM	ENST00000332175.8	protein tyrosine phosphatase, receptor type, M 	553	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.19	0.49	2011
PURB	ENST00000395699.2	purine-rich element binding protein B 	497	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.19	-0.20	0.65	2005, 2007, 2009, 2011
SEL1L3	ENST00000399878.3	sel-1 suppressor of lin-12-like 3 (C. elegans) 	155	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.19	-0.36	0.62	2009, 2011
RSPO2	ENST00000517939.1	R-spondin 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.19	-0.19	0.44	
OTOGL	ENST00000458043.2	otogelin-like 	5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.19	ORF	2007, 2011
FOXP2	ENST00000408937.3	forkhead box P2 	169	1	0	0	1	0	0	0	0	3	hsa-miR-424-5p	-0.19	-0.21	0.84	2011
NDOR1	ENST00000427047.2	NADPH dependent diflavin oxidoreductase 1 	1044	2	0	2	0	1	0	0	1	3	hsa-miR-497-5p	-0.19	-0.21	0.90	2011
PAPPA2	ENST00000367662.3	pappalysin 2 	5	1	0	1	0	0	0	0	0	0	hsa-miR-497-5p	-0.19	-0.19	0.76	
MIF4GD	ENST00000578305.1	MIF4G domain containing 	25	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.19	-0.19	ORF	
PAPD4	ENST00000453514.1	PAP associated domain containing 4 	434	1	0	0	1	0	0	0	0	0	hsa-miR-424-5p	-0.19	-0.19	0.85	
BHLHE41	ENST00000242728.4	basic helix-loop-helix family, member e41 	50	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.19	-0.21	0.77	2005, 2007, 2009, 2011
GALNT13	ENST00000409237.1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13 (GalNAc-T13) 	49	1	1	0	0	1	0	0	1	0	hsa-miR-497-5p	-0.19	-0.72	0.46	2009, 2011
PRKG1	ENST00000373985.1	protein kinase, cGMP-dependent, type I 	12	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.19	-0.19	0.69	2007, 2009, 2011
VAT1	ENST00000355653.3	vesicle amine transport 1 	2844	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.19	-0.19	0.66	2005, 2007, 2009, 2011
GPRIN3	ENST00000609438.1	GPRIN family member 3 	213	1	1	0	0	1	0	0	1	2	hsa-miR-424-5p	-0.19	-0.29	0.69	
LHX4	ENST00000263726.2	LIM homeobox 4 	13	2	1	1	0	0	0	0	0	2	hsa-miR-195-5p	-0.19	-0.39	0.88	
HS3ST3B1	ENST00000360954.2	heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1 	1489	1	0	1	0	1	1	0	0	0	hsa-miR-497-5p	-0.19	-0.19	0.64	
DEDD	ENST00000368006.3	death effector domain containing 	239	1	0	1	0	1	0	1	0	0	hsa-miR-15b-5p	-0.19	-0.31	0.68	2003, 2005, 2007, 2009, 2011
ATP2B2	ENST00000352432.4	ATPase, Ca++ transporting, plasma membrane 2 	170	1	0	1	0	0	0	0	0	1	hsa-miR-16-5p	-0.19	-0.20	0.63	2005, 2007, 2011
XPO4	ENST00000400602.2	exportin 4 	718	1	0	0	1	0	0	0	0	1	hsa-miR-497-5p	-0.18	-0.22	0.69	2005, 2007, 2009, 2011
ZNF532	ENST00000336078.4	zinc finger protein 532 	5	1	0	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.18	0.76	2005, 2007, 2009, 2011
LTBP4	ENST00000243562.9	latent transforming growth factor beta binding protein 4 	32	2	0	2	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.18	ORF	
CHD9	ENST00000566029.1	chromodomain helicase DNA binding protein 9 	447	1	0	0	1	0	0	0	0	1	hsa-miR-497-5p	-0.18	-0.19	0.70	2005, 2007, 2009, 2011
MLLT6	ENST00000325718.7	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 	24	1	0	1	0	1	0	1	0	0	hsa-miR-16-5p	-0.18	-0.27	0.75	2011
RIC8A	ENST00000526104.1	RIC8 guanine nucleotide exchange factor A 	521	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.18	-0.20	< 0.1	2009, 2011
TRIM29	ENST00000341846.5	tripartite motif containing 29 	5	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.18	-0.18	0.52	
KMT2D	ENST00000301067.7	lysine (K)-specific methyltransferase 2D 	78	1	0	1	0	1	0	1	0	2	hsa-miR-15a-5p	-0.18	-0.18	0.79	2007, 2009, 2011
DEPTOR	ENST00000286234.5	DEP domain containing MTOR-interacting protein 	18	1	0	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.35	0.57	
PAX2	ENST00000370296.2	paired box 2 	8	1	0	1	0	0	0	0	0	2	hsa-miR-15a-5p	-0.18	-0.18	0.74	2009, 2011
KLHL26	ENST00000300976.4	kelch-like family member 26 	238	1	0	0	1	0	0	0	0	2	hsa-miR-15b-5p	-0.18	-0.18	0.61	
KDR	ENST00000263923.4	kinase insert domain receptor (a type III receptor tyrosine kinase) 	5	1	0	1	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.18	0.54	2009, 2011
NF1	ENST00000358273.4	neurofibromin 1 	161	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.18	0.49	2011
DDR1	ENST00000446312.1	discoidin domain receptor tyrosine kinase 1 	195	1	0	1	0	1	0	1	0	1	hsa-miR-15a-5p	-0.18	-0.18	ORF	
BACH2	ENST00000257749.4	BTB and CNC homology 1, basic leucine zipper transcription factor 2 	74	1	0	1	0	0	0	0	0	2	hsa-miR-16-5p	-0.18	-0.19	0.69	2005, 2007, 2009, 2011
CTDSPL	ENST00000443503.2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like 	372	1	1	0	0	0	0	0	0	0	hsa-miR-16-5p	-0.18	-0.20	ORF	2005, 2007, 2009, 2011
TLE4	ENST00000376544.3	transducin-like enhancer of split 4 (E(sp1) homolog, Drosophila) 	369	1	1	0	0	0	0	0	0	0	hsa-miR-424-5p	-0.18	-0.42	0.88	2005, 2007, 2009, 2011
IGF2R	ENST00000356956.1	insulin-like growth factor 2 receptor 	46	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.18	-0.18	0.75	2005, 2007, 2009, 2011
MTMR4	ENST00000579925.1	myotubularin related protein 4 	150	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.18	-0.19	0.63	2005, 2007, 2009, 2011
C16orf52	ENST00000542527.2	chromosome 16 open reading frame 52 	102	1	0	0	1	0	0	0	0	0	hsa-miR-195-5p	-0.18	-0.24	0.60	
RPP14	ENST00000445193.3	ribonuclease P/MRP 14kDa subunit 	1612	1	0	1	0	1	0	1	0	1	hsa-miR-16-5p	-0.18	-0.30	0.50	
RIMKLB	ENST00000357529.3	ribosomal modification protein rimK-like family member B 	164	1	1	0	0	0	0	0	0	0	hsa-miR-497-5p	-0.18	-0.38	0.86	2007, 2009, 2011
MYLK4	ENST00000268446.5	myosin light chain kinase family, member 4 	5	1	0	1	0	1	0	1	0	1	hsa-miR-15a-5p	-0.18	-0.18	0.81	2007, 2009, 2011
SMURF1	ENST00000361368.2	SMAD specific E3 ubiquitin protein ligase 1 	58	1	1	0	0	1	0	0	1	2	hsa-miR-195-5p	-0.18	-0.64	0.90	2007, 2009, 2011
SMYD5	ENST00000389501.4	SMYD family member 5 	344	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.18	-0.18	0.66	2005, 2007, 2009, 2011
LIN7A	ENST00000552864.1	lin-7 homolog A (C. elegans) 	86	1	0	1	0	2	0	2	0	0	hsa-miR-15a-5p	-0.18	-0.51	0.77	
AMOT	ENST00000304758.1	angiomotin 	515	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.18	-0.24	0.66	2009, 2011
WNK3	ENST00000375169.3	WNK lysine deficient protein kinase 3 	55	2	2	0	0	1	0	1	0	0	hsa-miR-424-5p	-0.18	-0.18	0.80	2009, 2011
RICTOR	ENST00000357387.3	RPTOR independent companion of MTOR, complex 2 	441	2	0	1	1	0	0	0	0	0	hsa-miR-16-5p	-0.18	-0.19	0.91	2007, 2009, 2011
NCOR2	ENST00000405201.1	nuclear receptor corepressor 2 	200	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.18	-0.18	0.59	2009, 2011
GDPD5	ENST00000443276.2	glycerophosphodiester phosphodiesterase domain containing 5 	8	2	0	2	0	0	0	0	0	0	hsa-miR-15b-5p	-0.18	-0.18	ORF	
ETV1	ENST00000430479.1	ets variant 1 	160	1	0	1	0	0	0	0	0	0	hsa-miR-15b-5p	-0.18	-0.22	0.77	2009, 2011
SKI	ENST00000378536.4	v-ski avian sarcoma viral oncogene homolog 	613	1	1	0	0	2	0	2	0	2	hsa-miR-497-5p	-0.18	-0.23	0.93	2011
CASKIN1	ENST00000343516.6	CASK interacting protein 1 	6	1	0	1	0	1	0	0	1	0	hsa-miR-497-5p	-0.17	-0.17	0.52	2005, 2007, 2009, 2011
RBM12	ENST00000374114.3	RNA binding motif protein 12 	431	1	0	1	0	1	1	0	0	1	hsa-miR-15b-5p	-0.17	-0.43	0.55	2011
ATP13A3	ENST00000439040.1	ATPase type 13A3 	243	1	0	1	0	0	0	0	0	0	hsa-miR-16-5p	-0.17	-0.29	0.74	2009, 2011
CDC25B	ENST00000245960.5	cell division cycle 25B 	3358	1	0	1	0	0	0	0	0	0	hsa-miR-15a-5p	-0.17	-0.18	0.68	2009, 2011
UQCC1	ENST00000349714.5	ubiquinol-cytochrome c reductase complex assembly factor 1 	500	1	0	1	0	1	0	1	0	0	hsa-miR-15b-5p	-0.17	-0.22	0.53	2011
KPNA3	ENST00000261667.3	karyopherin alpha 3 (importin alpha 4) 	104	1	0	0	1	0	0	0	0	0	hsa-miR-497-5p	-0.17	-0.34	0.81	2005, 2007, 2009, 2011
B4GALNT3	ENST00000266383.5	beta-1,4-N-acetyl-galactosaminyl transferase 3 	5	1	0	1	0	0	0	0	0	0	hsa-miR-195-5p	-0.17	-0.17	0.69	
DLST	ENST00000334220.4	dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex) 	64	1	0	1	0	0	0	0	0	1	hsa-miR-15a-5p	-0.17	-0.17	0.60	2009, 2011
PPFIA3	ENST00000334186.4	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3 	167	1	0	0	1	0	0	0	0	1	hsa-miR-497-5p	-0.17	-0.18	0.68	2005, 2007, 2009, 2011
TEAD1	ENST00000361905.4	TEA domain family member 1 (SV40 transcriptional enhancer factor) 	740	1	0	1	0	2	1	1	0	1	hsa-miR-16-5p	-0.17	-0.18	0.78	2009, 2011
